msec,Experiment,Exper,µVpostEEMD1Ozsqua,µVpostEEMD2Ozsqua,µVpostEEMD3Ozsqua,µVpostEEMD4Ozsqua,µVpostEEMD5Ozsqua,µVpostEEMD6Ozsqua,µVpostEEMD7Ozsqua,µVpostEEMD1combinexpOzSquareMask,µVpostEEMD2combinexpOzSquareMask,µVpostEEMD3combinexpOzSquareMask,µVpostEEMD4combinexpOzSquareMask,µVpostEEMD5combinexpOzSquareMask,µVpostEEMD6combinexpOzSquareMask,µVpostEEMD7combinexpOzSquareMask,µVpostEEMD1combinexpOzSquarePseudo,µVpostEEMD2combinexpOzSquarePseudo,µVpostEEMD3combinexpOzSquarePseudo,µVpostEEMD4combinexpOzSquarePseudo,µVpostEEMD5combinexpOzSquarePseudo,µVpostEEMD6combinexpOzSquarePseudo,µVpostEEMD7combinexpOzSquarePseudo,µVpostEEMD1Ozdiamo,µVpostEEMD2Ozdiamo,µVpostEEMD3Ozdiamo,µVpostEEMD4Ozdiamo,µVpostEEMD5Ozdiamo,µVpostEEMD6Ozdiamo,µVpostEEMD7Ozdiamo,µVpostEEMD1combinexpOzDiamondMask,µVpostEEMD2combinexpOzDiamondMask,µVpostEEMD3combinexpOzDiamondMask,µVpostEEMD4combinexpOzDiamondMask,µVpostEEMD5combinexpOzDiamondMask,µVpostEEMD6combinexpOzDiamondMask,µVpostEEMD7combinexpOzDiamondMask,µVpostEEMD1combinexpOzDiamondPseudo,µVpostEEMD2combinexpOzDiamondPseudo,µVpostEEMD3combinexpOzDiamondPseudo,µVpostEEMD4combinexpOzDiamondPseudo,µVpostEEMD5combinexpOzDiamondPseudo,µVpostEEMD6combinexpOzDiamondPseudo,µVpostEEMD7combinexpOzDiamondPseudo,µVpostEEMD1OzMask,µVpostEEMD2OzMask,µVpostEEMD3OzMask,µVpostEEMD4OzMask,µVpostEEMD5OzMask,µVpostEEMD6OzMask,µVpostEEMD7OzMask,µVpostEEMD1OzPseudomask,µVpostEEMD2OzPseudomask,µVpostEEMD3OzPseudomask,µVpostEEMD4OzPseudomask,µVpostEEMD5OzPseudomask,µVpostEEMD6OzPseudomask,µVpostEEMD7OzPseudomask
145,Experiment II,2,110.051136,33.61678629,66.14757914,36.41927747,73.73384149,592.8280372,594.5605486,95.83898204,130.7115375,5.567399257,103.3408976,139.6749475,295.9796412,398.3546248,88.10781103,30.09111462,44.95448306,39.76376807,51.37849028,268.672655,216.4613338,156.6886904,79.78768777,49.06776897,50.20196107,67.1578187,600.3614844,590.3282521,121.5214,37.46066,61.82901,56.04121,69.84703,791.457,729.9856,240.2292,112.0714,26.78459,18.19915,12.00728,561.9659,558.6774,71.4769193392706,30.7288886813508,20.2572142876498,60.0809778689228,45.1055456381952,49.5544237755397,30.0932982380284,43.1353594323614,21.9812085658085,29.8844313699074,129.347932189993,86.2379747507657,22.5238771316604,129.50681231388
150,Experiment II,2,114.5688713,36.44744333,51.42086274,28.04230159,76.18630818,596.615944,593.871117,168.9991585,134.7418898,10.66203979,104.0583099,141.3971589,296.1991379,398.7608416,166.2333417,42.32381377,58.01436077,44.60292875,50.30181298,269.3503884,218.1741678,138.4433117,105.1725287,39.99115753,54.02434332,70.52282513,607.3915751,588.0055594,129.1462,26.86477,64.61364,56.73009,70.76288,793.587,728.6149,377.8836,94.65643,31.22989,18.79452,7.971,558.7884,560.3773,83.5013502310572,28.4022222728723,20.5956864100624,59.0457129753231,47.3478610361974,53.8811489910956,29.207262804157,54.0774162290831,26.8132006468971,29.8638647026247,130.866599525453,88.0211896037293,23.0483455100946,130.223684924342
155,Experiment II,2,82.35618169,66.01743398,33.04991209,16.463296,72.38443194,599.2624561,601.4075928,140.8251165,134.5179903,15.83673169,105.4794993,142.5262793,295.3830327,400.4020597,171.6980041,54.81436155,67.93344572,45.4747266,50.56298409,269.8000721,221.3651324,147.9574321,102.0457489,46.85594378,57.95900842,72.22077274,610.3654227,594.2621369,102.8794,38.987,63.36552,57.31254,72.98704,792.2925,729.4452,380.5821,92.87351,34.71657,23.3253,6.243922,558.097,556.7664,123.318373246274,48.4894287555822,21.4463913944521,58.9011882744972,48.64383354929,43.9175884801937,24.9716792642341,96.548722177083,30.5704244779504,29.2513238257064,132.781292006889,90.0885690841572,22.714279460089,129.987524524771
160,Experiment II,2,76.48568857,104.583023,12.60267394,5.592456772,74.11677798,602.9595849,600.8696213,154.9349745,137.356373,20.86605526,105.9138277,144.1904193,295.4674413,400.7827563,176.9737686,68.46897936,77.59446558,50.08959173,49.5847359,270.4915848,223.2182236,252.9322662,99.08127531,58.90267123,62.29141686,75.46150911,616.7813053,592.2153557,98.23373,62.99158,63.23963,58.25279,73.78363,794.0714,728.3089,176.949,98.9131,37.48262,27.98905,5.030441,554.8253,558.6419,141.271651936783,70.4553271880994,22.0429538773137,59.6487998457926,50.6569854044865,47.8294244883009,24.0139445284438,123.31821178138,26.4244215067712,27.16281704531,134.311561009837,91.8617978678373,23.2380207772627,130.516027441703
165,Experiment II,2,61.57429903,132.2327073,19.61315962,6.629754185,69.90277613,605.6382037,607.8324683,215.4843027,138.1149766,25.73582494,106.4337159,145.154411,294.7608552,402.0471395,112.8520604,91.15937638,82.00411672,50.86174007,50.10413217,271.0150507,226.605034,143.9253759,84.2943712,73.00352585,65.38968561,77.0106223,619.6441276,597.5446472,104.3646,64.69075,60.17416,59.14277,75.97363,793.0051,728.9658,234.1916,105.2683,37.58586,33.59312,9.659516,554.7053,555.1789,250.274412244236,80.7339690047041,23.168098629061,61.6657272006611,51.6851405503144,38.7442898554129,20.3715572950328,115.240736024494,23.6802491167886,24.5715587607882,136.196309027235,93.876103334755,22.983452058551,130.291447669364
170,Experiment II,2,82.99335785,138.4202653,38.01144007,17.69103703,70.8094303,609.2781539,607.4516886,148.2286026,137.7604036,29.38196346,106.5574164,146.8555086,294.7235239,402.3974583,127.8231853,117.1723049,86.70808133,54.83888897,49.24380697,271.7246471,228.5897519,168.6654424,71.55698606,84.19207223,69.38673832,80.05138816,625.4874913,595.7401743,172.2718,50.54306,57.4649,60.23865,76.64913,794.47,728.036,380.6774,105.8757,37.88936,38.74474,12.29776,551.4017,557.2147,266.872972393573,85.7275260759585,25.6345617475972,64.7875090517727,53.5105913460671,42.2655975185829,19.331639300262,121.972466838049,47.4902145796849,21.1294257383752,137.578114590612,95.6365059992915,23.5077146301329,130.646588105534
175,Experiment II,2,61.05685449,132.0043102,51.88269218,28.66680369,66.12172333,612.0100277,613.899616,213.4362128,137.9468749,31.89553673,106.499575,147.7525528,294.1063734,403.3231883,131.3403874,143.006781,84.47483773,55.67929139,49.97680629,272.3196121,232.0995499,301.2295006,71.22955825,85.51337678,70.97399854,81.41726567,628.2242164,600.2507765,208.6547,47.85386,54.90941,61.25896,78.78801,793.5955,728.5411,206.3765,97.62953,36.08985,43.41594,17.11063,551.7966,553.8857,258.900691225526,99.2641596423479,29.1902068120567,69.1894209910315,54.3351941933304,33.9773779397518,16.3958063993441,69.5813352766625,83.0731301601018,17.3741895854678,139.013078117111,97.596605596112,23.3284311557738,130.422566268769
180,Experiment II,2,43.08896868,135.4227891,56.10503728,39.58733116,66.1995003,615.6235423,613.6789245,206.3441932,132.5518914,33.41126852,106.6211339,149.5214096,293.9590817,403.6386399,154.5186953,168.6690974,82.05593211,58.97645567,49.25386138,273.0513097,234.204427,164.9252175,71.56552537,85.13112385,74.25862689,84.26566595,633.5327992,598.6592692,167.3899,64.93163,52.53905,62.42883,79.34214,794.7781,727.7938,115.5454,91.23283,34.81101,48.24087,20.68063,548.5196,556.0663,147.216088562945,119.108061751665,33.9314108907844,74.3632917653468,56.003047643338,37.1256160380077,15.2696288025161,86.0256252357874,104.662111266269,14.0532213338753,139.587417071676,99.3412388784007,23.8549000349673,130.61733539088
185,Experiment II,2,150.4230215,144.088217,55.06240108,48.7375718,61.06799263,618.4289577,619.666425,310.1251834,134.672069,34.64183197,106.3008474,150.3621731,293.4154331,404.258153,177.377268,182.3238638,74.15461669,60.13239017,50.15957862,273.7162963,237.7775637,152.9837988,73.9980242,74.52700421,74.95449523,85.49435693,636.1318665,602.4429826,136.2831,79.20909,54.43918,63.70056,81.41593,794.0655,728.1651,250.7868,84.4058,31.28269,52.06886,25.01259,549.3922,552.8587,78.6733785326814,130.180476447055,38.3178074229578,80.3300370245095,56.6745452081695,29.5731022857837,13.2712424659638,79.7708973886519,90.9983429898478,12.6272273659192,140.070632584022,101.245763347228,23.7483673256769,130.385083038757
190,Experiment II,2,168.7754992,153.9203269,45.4614229,58.08229932,60.41449654,622.0452425,619.6078713,269.9077041,127.2060832,36.13746067,106.627978,152.185451,293.1693136,404.5345856,318.0928911,190.4611198,64.89856059,62.7795881,49.59195994,274.4739578,239.9894018,114.9461721,74.7520237,61.7517386,77.69206391,88.18938048,640.9376838,601.0387342,114.5139,83.92854,56.93216,64.98933,81.84317,794.9937,727.5797,273.2268,78.02507,27.29879,56.51953,28.9421,546.1993,555.1689,160.294157193162,131.766616647893,41.7940486236554,86.5749948570037,58.2030222317073,32.3584596557002,12.0868580592099,99.9238209739819,77.4376982139704,13.9195983671148,139.810006273775,102.970931978216,24.2796579843126,130.431618150499
195,Experiment II,2,79.62597022,164.1158435,32.89969908,63.64968289,55.01936952,624.9475772,625.1893543,84.26442271,112.4208007,38.65945781,106.4583356,152.9679688,292.6870122,404.8757301,242.3452476,203.0739089,56.49350587,64.43432183,50.6314654,275.2082024,243.5769573,54.91148904,69.67219398,41.94180978,77.8321506,89.34193073,643.388469,604.1741098,105.2235,87.47102,61.48954,66.29228,83.8061,794.4186,727.8324,253.9671,66.04908,22.89994,59.52558,32.72759,547.529,552.0717,101.376184292548,131.69876219249,45.7884781014914,92.7720541235408,58.7546310531857,25.4996351741085,11.3846464413057,116.757306888209,130.944993317486,15.9579806534796,139.520150168682,104.817629525275,24.2443666959664,130.184498692987
200,Experiment II,2,104.3717172,154.5533625,19.98390103,69.05858155,53.83657055,628.6011173,625.3016939,85.86551504,99.22195703,42.52099135,107.3511397,154.8336934,292.3531435,405.1092997,288.5152174,217.3020637,50.0545994,66.48612162,50.23091964,275.9956547,245.8815825,41.83416767,71.07416124,23.18780647,79.54652412,91.92668529,647.7183208,602.9345489,73.78145,93.72079,65.3732,67.16328,84.05739,795.1171,727.3911,92.44902,51.91385,22.1428,62.9122,36.79925,544.4784,554.4964,108.013631030154,120.416664742098,49.3821858680027,98.3865309791472,60.1371849445178,27.9238206147762,10.2568806475385,144.051921430807,195.316251494765,17.0365246397013,138.550475891567,106.518231493192,24.7830960084048,130.093731641446
205,Experiment II,2,102.3475606,119.3929333,15.90619401,70.3578366,48.30534534,631.6286832,630.5343298,98.02949062,101.7287241,48.0223675,107.5651906,155.556589,291.9234393,405.196218,372.2152771,246.3898814,51.44795273,68.74268338,51.35575752,276.7990611,249.4433625,43.31183227,81.09031914,13.17164238,79.05980674,93.06635666,650.0107926,605.4895646,29.02352,107.0105,67.59896,67.65393,85.86355,794.6595,727.5386,159.5038,34.61343,29.61485,64.24791,40.01252,546.2613,551.4995,101.510283660759,92.3749166912874,51.5156509577603,102.924094082867,60.5645636293966,21.7371329950688,11.1016115315392,220.834430718244,220.359786790461,16.7940397877484,137.227247800803,108.303195909544,24.8180266930994,129.826186010542
210,Experiment II,2,150.089602,87.78156686,20.3104923,72.15002072,46.67551879,635.3518542,630.8279383,201.0566236,106.3024828,55.8006725,108.9413258,157.4554278,291.5128261,405.3833596,288.961198,282.9844113,56.26350363,70.30118742,51.09633429,277.6202068,251.826126,21.75551596,89.94960321,16.86432466,79.5727491,95.58120419,653.8871004,604.3948522,31.60596,120.2862,71.2308,67.43919,85.93783,795.1504,727.2261,319.8044,19.94913,42.58034,65.59282,44.05495,543.4152,554.0241,115.359750930972,64.7200475242939,52.7095307465293,106.594213738781,61.7777312845331,23.7908766135193,10.2208790958874,278.095542508867,215.395616618355,14.9628716393006,134.967252062933,109.972052023443,25.3670042663058,129.60780978862
215,Experiment II,2,153.3904916,83.57958614,27.11945921,70.16045379,41.04240992,638.52397,635.76465,282.001447,100.1244793,64.88767447,109.4977447,158.120182,291.1290733,405.237169,197.7141437,310.932695,66.67487164,73.08399663,52.19672964,278.4933341,255.3290351,60.96890668,80.64152245,27.35764657,78.63977917,96.76471132,656.0115259,606.428966,58.56473,122.4621,72.93801,66.86079,87.57979,794.7935,727.2803,245.0288,30.68405,59.84634,65.33249,46.63368,545.6556,551.1185,163.685161806723,53.0392810485724,54.4407201738257,109.523777686585,62.0949426664143,18.2799488822948,12.3291964966006,263.577440626343,197.726468813062,12.0299428445802,131.95596296893,111.693161132078,25.4717517015559,129.31515914502
220,Experiment II,2,164.5369494,71.95592752,29.00536427,68.96132036,39.00665935,642.3239913,636.2494795,284.2586155,84.40164977,73.94056082,111.2497871,160.0475171,290.651891,405.3745708,140.2328942,323.2682906,78.0021291,74.05147703,52.00688976,279.352264,257.7751356,39.99181174,78.96643114,36.13155152,77.75717893,99.23022497,659.4529409,605.4616711,128.009,119.6578,76.40986,65.57766,87.48907,795.0971,727.0835,155.5495,60.03536,77.98625,64.88693,50.42874,543.0552,553.7284,175.194056737726,50.814120097048,57.2134115456187,112.083955247942,63.1444131572957,19.9383348560969,11.7837533077777,200.908034198821,176.871814679132,9.70701537342787,128.204254820273,113.340801131568,26.0341235252081,128.977852391379
225,Experiment II,2,186.1032622,45.62949882,26.38027784,64.98061273,33.27883577,645.6172606,640.9393042,341.9354322,74.41109129,81.51986607,112.1030806,160.6558733,290.3088781,405.0138965,102.6158439,319.9759071,87.55860689,76.6606761,53.00202376,280.2963488,261.1918532,118.4727599,102.7920245,39.04225076,76.87831873,100.4514391,661.3996316,607.0274189,226.1582,119.1266,79.82761,63.87802,88.95929,794.8274,727.055,498.2763,92.05713,93.9171,63.64829,52.19305,545.7354,550.9062,119.680274508831,64.9575791809261,57.2297949469531,114.211200193278,63.3754349361895,15.1424991260353,14.5492800429777,221.065227727697,176.663010329486,11.4581269646475,124.208661878913,115.024881341787,26.2089142789515,128.656146095983
230,Experiment II,2,123.4548363,24.43966031,21.67401089,61.79890716,30.9420241,649.4545466,641.625446,438.2460863,83.41891443,88.24982255,114.032696,162.5977039,289.7746181,405.0984764,85.35942726,320.6515488,95.08806297,76.67677561,52.86676114,281.1974649,263.6865306,112.585711,113.3560628,41.73175233,75.9156847,102.7424197,664.4214893,606.1722563,296.5743,121.1292,84.45102,61.60684,88.71234,794.9622,726.9627,553.2967,112.7447,107.5842,62.68042,55.32519,543.3865,553.5872,123.684117498225,100.501856933482,51.9591335877543,116.026866748549,64.2686278811449,16.3565312302316,14.2883333670163,169.574628834958,183.528251464585,16.9886384532671,120.187050846551,116.670021130636,26.7882445035757,128.20773590187
235,Experiment II,2,47.90687813,22.86886203,23.0043095,57.15746676,25.26831299,652.8198267,646.1140741,377.5220959,99.65650743,94.79910094,114.8946972,163.1369624,289.4683719,404.5398728,102.0917409,325.3301301,96.85040652,78.90859552,53.71837692,282.214481,266.9944306,154.213554,103.704307,37.78746829,76.48932196,103.8530924,666.1805756,607.3165144,233.699,121.1404,90.76028,59.3355,89.99496,794.7684,726.8617,544.6964,113.6321,119.0018,63.21527,55.98207,546.4687,550.8409,175.485627783891,128.748553801824,44.1903703397291,118.072110407919,64.4327724342145,12.3718116631398,17.2828030569049,165.771647712467,188.30123076165,24.2136755588143,116.154799414999,118.328538330805,27.0339510944388,127.85362413786
240,Experiment II,2,13.48310762,23.79733586,25.08583276,53.22588759,23.17409177,656.6508668,647.0120699,274.1975883,111.5359726,101.3586834,116.5526059,165.0718824,288.8860001,404.5687579,209.164246,311.1920966,97.3668894,78.85694442,53.63199634,283.162643,269.5230712,144.6216709,89.15853044,34.51649332,76.69194047,105.8512847,668.7952282,606.560135,278.1766,110.6034,96.37363,56.90649,89.58696,794.7519,726.8646,442.6927,105.1718,130.0703,64.44681,58.22753,544.3634,553.5792,223.416141729293,139.720164699912,37.1453954923917,120.478517495194,65.1739299388698,13.053872200813,17.2278079572821,245.860559399605,191.824987482095,32.3805658452444,112.27749987476,119.977260143679,27.6342772651249,127.301213258591
245,Experiment II,2,20.91981383,12.67423534,25.51343425,49.22280166,18.49351801,660.0437171,651.3423037,261.1353483,119.6372203,108.5584441,117.1046155,165.528809,288.6136295,403.8270454,279.0308212,290.9102345,92.69860275,81.03412298,54.30850383,284.2554138,272.7033385,112.693847,117.7732546,25.30869112,79.22458968,106.8224784,670.3564433,607.3251302,387.8474,92.47992,102.5522,54.54107,90.6357,794.625,726.7008,400.3245,102.6371,140.0423,68.02957,57.8922,547.8131,550.9022,381.847874427596,149.275247523527,31.6585528277289,122.340191341664,65.2830418417729,10.0707658308677,20.248778589435,274.69516988021,178.304783462967,41.0778567418959,108.347546839802,121.617771853436,27.9524130675727,126.911843724679
250,Experiment II,2,58.79302259,7.834029259,20.17918505,45.42745514,18.24053685,663.829097,652.4633466,164.1727976,133.0365617,115.8743034,118.2457935,167.4368222,287.9917176,403.7975535,152.2967071,280.1584045,86.69166254,81.62349398,54.25676188,285.2561383,275.2515171,122.9051718,134.9357052,18.71769509,80.98441028,108.5094891,672.5734845,606.6559549,367.1548,75.99339,107.3987,52.17513,89.9902,794.4735,726.7915,593.3188,126.9186,149.8798,72.25203,59.26114,545.9443,553.684,360.014468808382,165.81751164972,27.3640306706021,123.594037023221,65.8697378432533,10.0741685768336,20.3406559565915,243.908147674959,140.374186918211,50.7387160201022,104.695951278595,123.273965807753,28.57818139236,126.261913019666
255,Experiment II,2,105.5402429,8.306437761,10.90375241,42.95674425,16.30509746,667.2085482,656.6755051,98.88917573,147.0220495,123.3464118,118.4363568,167.7981225,287.7512936,402.8860915,180.6901351,268.7847078,78.73887864,83.75447977,54.72317011,286.4285456,278.2884207,68.06284184,122.5900659,14.4437508,85.06932413,109.350276,673.9259376,607.0800864,507.4831,69.19152,112.474,49.82298,90.64163,794.4067,726.5745,329.4965,171.5431,159.2939,78.53278,58.06656,549.7329,551.0704,209.882634002646,172.978916628663,24.343003437711,124.16448548146,65.9299494651207,8.42573382350668,23.3030880877508,199.492921493845,95.172743030771,58.2092888895146,100.911090829579,124.901852858386,28.9702470544719,125.834847740644
260,Experiment II,2,130.7717899,5.532935601,7.728731711,40.29352137,18.97633438,670.9115027,658.0315802,121.0399597,152.9538334,129.887457,119.0079389,169.6529125,287.0981322,402.7957149,230.6184923,251.9131749,71.14877193,85.15920098,54.67365422,287.4883442,280.8418974,194.2206039,118.9845475,20.10273482,88.6011017,110.7169257,675.7523241,606.488177,392.4116,72.44952,115.9587,47.45355,89.6361,794.136,726.747,261.1959,195.9497,166.069,85.02059,58.54047,548.0956,553.882,186.456532823329,153.974814578393,23.2635841797413,124.897939875766,66.3978356265747,7.54320014459192,23.5029855481631,138.112906355866,66.267495439044,62.4364522505316,97.3595290932589,126.568440048463,29.623533442933,125.093340217145
265,Experiment II,2,144.9588264,8.590000166,21.67979428,40.36036978,20.02270505,674.2389629,662.163862,100.8497566,160.6428045,136.098995,118.8371522,169.8939308,286.8885988,401.7266233,94.5430525,236.4085221,73.1837855,87.17474033,54.87980724,288.7453233,283.7221892,159.5364801,125.353256,22.78145262,94.01944206,111.420064,676.884239,606.6066944,376.7661,73.29676,119.9359,45.08301,89.82292,794.1241,726.4868,164.9117,169.2177,171.8831,92.5745,56.57765,552.1999,551.3261,166.609005865697,120.630264074181,24.2197557473735,125.81378695707,66.4864839051759,7.67683405261325,26.3726864444699,150.043388591382,65.1289373962809,64.3424425010118,93.5920970778203,128.191273394549,30.0861606649202,124.626488579343
270,Experiment II,2,177.182432,13.87516119,40.37423205,39.99665123,24.34606039,677.8245971,663.767853,231.8844855,178.2546116,141.6618869,118.7698536,171.6573364,286.2122982,401.5730153,136.8618438,218.5018489,86.12938231,89.62995576,54.7760669,289.8684994,286.2668727,138.927476,113.7473886,24.58475074,99.30181092,112.4313193,678.3242984,606.0836586,481.8518,65.38431,127.9446,42.97599,88.47151,793.7497,726.7375,317.5986,121.5685,180.0788,100.3376,56.12956,550.7929,554.154,175.609536503984,99.578088363288,27.7399540860229,126.480178679012,66.9058437778415,5.77567882372489,26.6552465833885,151.089823407181,57.5736753328195,64.4289487639917,90.2701913847809,129.875520370785,30.764183706155,123.798879302274
275,Experiment II,2,236.189259,20.69577006,61.44985521,41.75931958,26.65144329,681.0631312,667.8566619,208.0948195,198.7842839,147.0750665,118.1456361,171.7496797,286.0334095,400.357357,160.2052597,188.9008411,106.614136,91.40718928,54.71167042,291.2066255,288.9792837,216.4039801,87.43611269,20.03078118,105.35681,112.9389203,679.2226764,605.9292324,243.3763,65.22574,136.3393,41.03101,88.2003,793.7895,726.4447,321.4007,121.827,188.4097,108.1376,53.52121,555.1957,551.6506,180.300401146207,80.4726462820938,35.9051769899467,127.636958304014,67.0703891848645,7.92673942275003,29.4198817045072,202.079883552993,22.649968542257,68.8124925383388,87.1724755828936,131.504238168102,31.292200339017,123.290444060357
280,Experiment II,2,246.5542141,35.52901296,83.42584211,42.54716008,31.31506959,684.4978462,669.7224397,202.0409239,215.9931857,152.2365129,117.2528354,173.394874,285.3419926,400.1383192,160.9612809,143.2561439,126.8816077,93.62918558,54.60075887,292.3858405,291.5011682,168.7650733,73.28601874,14.55110526,111.2345746,113.5152166,680.2779641,605.4681602,205.4269,88.41849,142.3616,39.56772,86.54796,793.3261,726.7716,420.9477,144.7156,198.5477,115.8025,52.29378,554.0221,554.4812,200.398985723431,50.1435151113396,50.0777793321118,129.583627889079,67.477763555364,5.30000766845011,29.7681068343512,233.93647816905,26.7963789141709,79.0910461470251,84.6737678326404,133.214784126423,31.9924505403502,122.381798970619
285,Experiment II,2,178.313379,56.44328213,104.5306706,43.95482333,33.70727532,687.6116145,673.8026715,284.5598072,206.1909966,156.9411711,116.0898578,173.3349341,285.1942725,398.7862517,153.2425362,112.5005473,142.9568003,93.65059317,54.3469956,293.7947471,294.0359788,168.9536532,87.30680996,3.306755215,115.9327752,113.8034305,680.9276943,605.0713715,221.8298,119.9842,142.8445,38.49869,85.84136,793.4111,726.4532,363.1968,155.3809,209.7931,121.1025,49.31102,558.7124,552.0251,213.593927067723,40.3322645396806,66.9486743658088,132.625730118555,67.7446013508778,8.98027612214856,32.4250251509983,238.713030820488,58.2104406261895,87.6237633378211,82.475903289201,134.860966141755,32.581190888588,121.830232632105
290,Experiment II,2,137.397645,83.25911993,123.8600347,44.92988984,38.06725311,690.8626769,675.9451625,251.1330672,169.0912049,160.8928485,114.6273715,174.8504802,284.4957645,398.499724,306.931923,105.4645406,152.9240073,94.71806984,54.2653808,295.0212895,296.5210551,306.9013807,114.3915063,13.16061785,120.4834915,114.0593369,681.5959225,604.666803,266.2536,133.9321,142.4098,38.14376,83.94314,792.8606,726.844,358.0929,163.1262,212.4974,124.9233,47.42141,557.7818,554.8445,160.964658228722,76.7300527330922,82.7427055497823,135.71074965968,68.1661531734726,6.22409838188543,32.8271254591115,307.966486854632,91.1987632492383,93.5364222848858,81.0850485373779,136.607156299895,33.3015917333775,120.845258534623
295,Experiment II,2,100.4538576,102.5930823,140.5207811,45.69373328,39.82847889,693.8173405,680.0504,207.3511562,130.663705,161.9565853,113.4320679,174.6330858,284.3804867,397.0206257,350.7066098,93.65592209,148.6666749,93.4937482,53.86451035,296.4914418,298.8697178,350.3467301,130.2342738,28.81949483,123.618391,114.2983482,681.9872935,604.0565765,417.6624,135.2988,145.6634,38.15937,82.83249,792.9718,726.4943,311.3373,170.5344,209.2655,126.7249,44.1827,562.7679,552.4309,155.493975364831,108.231228475029,99.8734090956786,138.076808549357,68.5533573962724,10.5181852299415,35.3780580459594,223.538448155595,134.183739541039,100.944283957648,80.2168996370818,138.283009414373,33.9468831620283,120.249228090217
300,Experiment II,2,127.1681741,115.8957431,151.37665,46.59871886,43.3208478,696.8587655,682.4847187,139.2979031,93.40396838,160.927299,111.9440537,175.9995028,283.6830047,396.6646771,337.1211351,92.13175893,136.035882,93.45834111,53.81334526,297.7575046,301.3038551,360.3224926,113.7137458,44.78702153,127.2769651,114.4091084,682.2884856,603.7045035,411.3488,141.2226,150.029,38.81061,80.74792,792.3293,726.9319,374.0931,172.1842,200.8265,127.9139,41.65837,562.1336,555.2248,360.492955478269,122.001339321477,119.981689555084,139.568428290434,69.010918064388,7.95630281221534,35.8255783741152,144.041970568435,183.191416680851,105.56582673955,80.2471999389492,140.07455561308,34.6862806335267,119.19231554085
305,Experiment II,2,150.2647839,124.0110758,157.3491541,46.43959484,44.07887949,699.6394626,686.6417276,169.1744751,81.39779255,158.8904118,111.1056828,175.6148801,283.6021928,395.0672535,389.1866788,110.1125682,122.2665845,91.82120303,53.28548248,299.2802651,303.4586445,341.0528364,102.1877807,54.54685933,129.5607829,114.7187875,682.4385153,602.9085039,240.4407,134.8903,153.8448,39.99936,79.26543,792.447,726.5445,403.0005,154.0657,185.4862,127.8151,38.23661,567.4693,552.8482,440.712511362695,145.96653462345,139.390403293736,140.255109826609,69.5262524813205,12.3011191160883,38.2742160457139,64.9990785111835,231.993745603501,107.736629567238,80.8293914960807,141.792012037655,35.3850952582033,118.550673960264
310,Experiment II,2,127.9162224,130.748096,159.2346607,46.69164414,46.61432291,702.4780606,689.3722006,217.1706104,102.5110053,157.0519499,109.9476993,176.8080544,282.9140386,394.6400748,366.9982916,132.0274812,113.2664016,91.52113361,53.23840121,300.5789121,305.827429,377.5507276,152.0073391,60.93412841,132.7518358,114.7954956,682.4032461,602.6064111,183.7206,103.2213,153.6211,41.86345,77.04553,791.7069,727.013,434.5018,113.1054,174.9999,128.0255,35.0573,567.1758,555.6015,279.270896631239,189.476491871017,155.397079592382,140.195993066889,70.0241679114312,10.0056523336023,38.7609062525867,54.9631947735948,274.804421472388,108.745311748585,82.0608771748185,143.637707602773,36.1436299882784,117.425934404227
315,Experiment II,2,113.15799,148.4807433,162.7739364,45.14983206,46.44170751,705.1028162,693.5959117,309.8355784,111.7281517,154.8236382,109.5525168,176.2416038,282.8704857,392.9324487,230.2560592,141.5220031,110.8957234,90.46385993,52.57157593,302.1464708,307.7810872,502.0947876,195.8223663,61.79486531,134.5337503,115.2337834,682.3286659,601.6514257,173.2706,62.31083,153.4498,44.20235,75.20731,791.8195,726.582,415.9042,102.9238,171.2448,128.3752,31.51562,572.8405,553.2561,300.247718631503,227.016395876445,165.936574092489,139.261218238532,70.6534519457473,14.1987781775057,41.111745652926,110.268073135598,323.826711360315,108.564972864818,83.6431544605318,145.40713302683,36.8938730504931,116.737697673563
320,Experiment II,2,125.3845372,181.950397,171.1679127,43.92761718,48.06329419,707.7639118,696.6243901,464.1975534,117.8488779,151.2437346,108.415506,177.229912,282.2002465,392.432346,131.1518914,148.1731983,117.6152137,90.15372984,52.43696661,303.4715527,310.0695757,474.8364982,203.0295027,62.03906041,136.9899577,115.3408616,681.9845851,601.3983857,226.244,35.07802,157.6498,46.90618,72.87943,790.9976,727.0664,309.0621,135.4112,165.8145,129.1013,27.72217,572.8417,555.9526,267.677463622397,247.049889075717,172.440225717906,137.657544467549,71.1793260182091,12.1625070170113,41.6328600399965,338.976702246815,365.500350229497,109.40701911288,85.7690130884162,147.313480171106,37.6725547448968,115.548995914987
